lp	wojewodztwo	woj	powiat	pow	gmina	gmi	miasto	lok	ubiegal	operator	odpowiedz	termininw	innaodp	data
63926	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Dolne		1	3	2	4		2016-07-26 10:19
63927	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Dolne		2	0	0	0		2016-07-26 10:20
63928	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gorysławice		1	2	1	0		2016-07-26 10:21
63929	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gorysławice		2	0	0	0		2016-07-26 10:21
63930	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Brzezie		1	2	1	0		2016-07-26 10:22
63931	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Brzezie		2	0	0	0		2016-07-26 10:22
63932	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Górki		1	2	1	0		2016-07-26 10:22
63933	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Górki		2	0	0	0		2016-07-26 10:23
63934	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Kuchary		1	3	2	4		2016-07-26 10:24
63935	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Kuchary		1	2	1	0		2016-07-26 10:24
63936	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczytniki		2	0	0	0		2016-07-26 10:25
63937	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczytniki		2	0	0	0		2016-07-26 10:27
63938	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Górne		1	4	2	3		2016-07-26 10:28
63939	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Górne		1	2	1	0		2016-07-26 10:29
63940	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gluzy		1	1	2	4		2016-07-26 10:30
63941	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gluzy		2	0	0	0		2016-07-26 10:30
63942	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Hołudza		1	3	1	0		2016-07-26 10:31
63943	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Hołudza		2	0	0	0		2016-07-26 10:31
63944	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Sielec		1	1	1	0		2016-07-26 10:31
63945	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Sielec		1	2	1	0		2016-07-26 10:32
63946	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Koniecmosty		1	3	2	4		2016-07-26 10:32
63947	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Koniecmosty		2	0	0	0		2016-07-26 10:33
63948	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wawrowice		2	0	0	0		2016-07-26 10:33
63949	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wawrowice		2	0	0	0		2016-07-26 10:34
63950	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Chotel Czerwony		1	3	2	4		2016-07-26 10:34
63951	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Chotel Czerwony		1	3	1	0		2016-07-26 10:35
63952	PODKARPACKIE	18	łańcucki	10	Markowa (gmina wiejska)	5	Tarnawka		1	1	1	0		2016-07-26 18:21
63953	PODKARPACKIE	18	łańcucki	10	Markowa (gmina wiejska)	5	Tarnawka		1	1	3	0	Od operatora dostałem odpowiedź że potrzebna by była wymiana karty w centrali.	2016-07-26 18:24
63954	PODKARPACKIE	18	łańcucki	10	Czarna (gmina wiejska)	3	Tarnawka		1	1	1	0		2016-07-26 18:30
63955	PODKARPACKIE	18	łańcucki	10	Markowa (gmina wiejska)	5	Tarnawka		1	2	3	0	Nalezy wymienic karte w centrali	2016-07-27 00:08
63956	MAŁOPOLSKIE	12	Kraków	61	Kraków (gmina miejska)	1	Kraków	Barska 60	1	3	1	0		2016-07-27 12:02
63957	WIELKOPOLSKIE	30	rawicki	22	Rawicz (gmina miejsko-wiejska)	5	Rawicz	Miedzińskiego	1	3	1	0		2016-07-27 13:48
63958	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Jurków		2	0	0	0		2016-07-27 14:08
63959	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Jurków		1	2	1	0		2016-07-27 14:09
63960	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	kobylniki		1	1	2	4		2016-07-27 14:09
63961	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	kobylniki		2	0	0	0		2016-07-27 14:10
63962	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	skorocice		2	0	0	0		2016-07-27 14:10
63963	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	skorocice		2	0	0	0		2016-07-27 14:10
63964	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wiślica		1	4	2	4		2016-07-27 14:11
63965	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wiślica		2	0	0	0		2016-07-27 14:11
63966	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczerbaków		1	2	1	0		2016-07-27 14:12
63967	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczerbaków		2	0	0	0		2016-07-27 14:12
63968	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Łatanice		2	0	0	0		2016-07-27 14:13
63969	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Łatanice		1	2	2	3		2016-07-27 14:13
63970	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Ostrów		2	0	0	0		2016-07-27 14:14
63971	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Ostrów		1	2	2	3		2016-07-27 14:15
63972	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Dolne		2	0	0	0		2016-07-27 14:16
63973	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Dolne		2	0	0	0		2016-07-27 14:16
63974	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gorysławice		2	0	0	0		2016-07-27 14:16
63975	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gorysławice		1	3	1	0		2016-07-27 14:17
63976	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Brzezie		2	0	0	0		2016-07-27 14:17
63977	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Brzezie		2	0	0	0		2016-07-27 14:17
63978	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Górki		1	3	1	0		2016-07-27 14:18
63979	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Górki		2	0	0	0		2016-07-27 14:18
63980	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Kuchary		1	2	2	2		2016-07-27 14:19
63981	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Kuchary		2	0	0	0		2016-07-27 14:19
63982	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczytniki		1	3	2	4		2016-07-27 14:20
63983	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczytniki		1	2	1	0		2016-07-27 14:20
63984	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Górne		2	0	0	0		2016-07-27 14:21
63985	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Górne		1	3	1	0		2016-07-27 14:21
63986	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gluzy		1	2	1	0		2016-07-27 14:21
63987	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gluzy		2	0	0	0		2016-07-27 14:22
63988	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Hołudza		1	2	1	0		2016-07-27 14:22
63989	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Hołudza		1	2	2	4		2016-07-27 14:23
63990	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	sielec		2	0	0	0		2016-07-27 14:23
63991	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	sielec		1	2	1	0		2016-07-27 14:24
63992	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Koniecmosty		1	2	2	4		2016-07-27 14:24
63993	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Koniecmosty		2	0	0	0		2016-07-27 14:24
63994	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wawrowice		2	0	0	0		2016-07-27 14:25
63995	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wawrowice		1	3	1	0		2016-07-27 14:25
63996	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Chotel Czerwony		1	2	2	4		2016-07-27 14:26
63997	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Chotel Czerwony		1	3	2	3		2016-07-27 14:26
63998	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-28 01:22
64065	PODKARPACKIE	18	łańcucki	10	Markowa (gmina wiejska)	5	Tarnawka		1	3	1	0		2016-07-28 17:54
64064	MAŁOPOLSKIE	12	Kraków	61	Kraków (gmina miejska)	1	Kraków	Ogórkowa	1	2	1	0		2016-07-28 13:14
64063	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Chotel Czerwony		2	0	0	0		2016-07-28 09:35
64062	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Chotel Czerwony		1	2	1	0		2016-07-28 09:35
64061	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wawrowice		1	2	2	4		2016-07-28 09:34
64060	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wawrowice		1	2	1	0		2016-07-28 09:33
64024	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Jurków		2	0	0	0		2016-07-28 08:30
64025	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Jurków		1	2	1	0		2016-07-28 08:30
64026	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	kobylniki		1	2	1	0		2016-07-28 08:32
64027	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	kobylniki		2	0	0	0		2016-07-28 08:32
64028	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	skorocice		1	2	1	0		2016-07-28 08:33
64029	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	skorocice		2	0	0	0		2016-07-28 08:33
64030	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wiślica		1	3	2	3		2016-07-28 08:34
64031	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Wiślica		1	1	1	0		2016-07-28 08:39
64032	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczerbaków		2	0	0	0		2016-07-28 09:07
64033	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Szczerbaków		1	3	2	4		2016-07-28 09:07
64034	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Łatanice		2	0	0	0		2016-07-28 09:08
64035	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Łatanice		2	0	0	0		2016-07-28 09:08
64036	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Ostrów		1	2	1	0		2016-07-28 09:08
64037	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Ostrów		2	0	0	0		2016-07-28 09:09
64038	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Dolne		2	0	0	0		2016-07-28 09:09
64039	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Skotniki Dolne		2	0	0	0		2016-07-28 09:09
64040	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gorysławice		1	3	2	4		2016-07-28 09:10
64041	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Gorysławice		2	0	0	0		2016-07-28 09:10
64042	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Brzezie		2	0	0	0		2016-07-28 09:11
64043	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Brzezie		1	2	1	0		2016-07-28 09:11
64044	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Górki		2	0	0	0		2016-07-28 09:12
64045	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Górki		1	2	1	0		2016-07-28 09:12
64046	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Kuchary		2	0	0	0		2016-07-28 09:12
64047	ŚWIĘTOKRZYSKIE	26	buski	1	Wiślica (gmina wiejska)	8	Kuchary		1	2	2	4		2016-07-28 09:13
64066	PODKARPACKIE	18	łańcucki	10	Markowa (gmina wiejska)	5	Tarnawka		1	1	1	0		2016-07-28 20:32
64067	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:03
64068	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64069	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64070	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64071	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64072	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64073	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64074	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64075	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64076	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64077	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64078	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64079	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64080	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64081	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64082	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64083	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64084	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64085	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64086	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64087	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64088	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64089	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64090	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64091	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64092	MAŁOPOLSKIE	12	nowosądecki	10	Łabowa (gmina wiejska)	8	czaczów		1	1	1	0		2016-07-29 01:04
64093	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64094	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64095	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64096	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64097	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64098	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64099	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64100	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64101	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64102	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64103	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64104	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64105	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64106	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64107	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64108	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64109	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64110	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64111	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64112	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64113	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64114	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64115	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64116	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64117	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64118	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64119	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64120	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64121	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64122	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64123	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64124	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64125	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64126	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64127	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64128	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64129	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64130	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64131	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64132	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64133	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64134	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64135	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64136	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64137	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64138	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64139	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64140	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64141	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64142	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64143	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64144	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64145	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64146	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64147	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64148	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64149	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64150	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64151	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64152	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64153	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64154	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64155	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64156	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64157	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64158	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64159	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
